index,text,polarity
521,"(CNN) The White House struggled Tuesday to answer an avalanche of questions over national security adviser Michael Flynn's resignation.
Flynn was asked to quit Monday after it became public that he had misled Vice President Mike Pence about whether he had discussed US sanctions during pre-inauguration phone calls with the Kremlin's man in Washington, Sergey Kislyak.
In new developments Tuesday, it emerged that President Donald Trump was told on January 26 -- more than two weeks ago -- that the Justice Department had concerns about Flynn's conduct.
Pence did not find out he had been misled until February 9, according to two administration officials.
""It's not that he was being left out. It was a legal review,"" one source said.
When Pence began his inquiry based on Washington Post reporting , ""the timeline moved fast,"" the source said.
A subsequent review by White House counsel Donald McGahn found that he had not broken the law in his conversations with the Russian envoy. If Flynn discussed detailed policy with the Russian envoy, he could have theoretically infringed the Logan Act that prevents private citizens negotiating with foreign governments over their disputes with the United States.
JUST WATCHED Paul Ryan: Trump right to ask Flynn to resign Replay More Videos ... MUST WATCH Paul Ryan: Trump right to ask Flynn to resign 00:56
Trump spokesman Sean Spicer said Flynn's resignation was precipitated not by misconduct but by a gradual erosion of the President's confidence in him, including over a ""series of other questionable instances.""
""The level of trust between the President and Gen. Flynn had eroded to the point where he felt he had to make a change,"" Spicer told reporters Tuesday during his daily briefing. ""The President was very concerned that Gen. Flynn had misled the vice president and others.""
A senior administration official later told CNN the other ""questionable instances"" included Flynn's request for a security clearance for his son during the transition. He requested the clearance without telling Pence, who at the time was in charge of the transition.
Trump's growing skepticism about Flynn, however, did not prevent the national security adviser from spending the weekend before his ouster with Trump at his Mar-a-Lago resort during a meeting with Japanese Prime Minister Shinzo Abe.
Spicer's attempts to put out the firestorm are unlikely to end the saga, not least because several prominent Republicans on Tuesday joined Democrats in calling for congressional probes into Trump's ties to Moscow, an explosive issue given allegations by the US intelligence community that the Kremlin intervened in the presidential election to help him.
Tuesday's developments also left key questions in the intrigue unanswered -- including why it took Trump more than two weeks to push Flynn out after he learned that his national security adviser had not told the truth to Pence.
Flynn was eventually asked to resign on a dramatic day of confusion and conflicting messages from the West Wing, hours after the publication of a Washington Post report that revealed the Justice Department's warning to the White House counsel's office.
Adding to the drama, a White House official said on Tuesday afternoon that the FBI, which is already investigating alleged contacts between Trump surrogates and Russian officials and intermediaries, interviewed Flynn in the early days of the administration about the calls to the Russian ambassador.
The cloud of suspicion still lingering over the White House due to the Flynn affair comes as the new administration is embroiled in multiple controversies and internal staff are infighting as it struggles to find its feet.
It also thrusts Trump's relationship and admiration for Russian President Vladimir Putin back in the spotlight.
Many Washington power players have been astonished by the President's frequent defenses of the Russian leader and determination to improve relations with the Kremlin, despite Moscow's turn to Cold War-style confrontational policies in recent years.
Those questions are prompting Republican senators to get more aggressive in searching for answers, despite some resistance to a wider probe in the House.
Senate Republican Majority Leader Mitch McConnell said it was ""highly likely"" that the chamber's intelligence committee would look at allegations that Flynn spoke about sanctions with Kislyak.
JUST WATCHED Graham vows fight to last breath for sanctions Replay More Videos ... MUST WATCH Graham vows fight to last breath for sanctions 01:58
Sens. John Cornyn, the No. 2 Republican, Roy Blunt and Lindsey Graham also called for an investigation.
""I think Congress needs to be informed of what actually Gen. Flynn said to the Russian ambassador about lifting sanctions,"" Graham told CNN's Kate Bolduan on ""At This Hour.""
""And I want to know, 'Did General Flynn do this by himself or was he directed by somebody to do it?' "" the South Carolina Republican added.
Democrats on Capitol Hill already smell blood, and are demanding congressional probes.
""Let's be clear -- right now, there are way more questions than answers on President Trump's relationship with Russia,"" Sen. Chris Murphy, D-Connecticut, told reporters.
Virginia Sen. Mark Warner, the top Democrat on the Senate intelligence committee said, ""The American people deserve to know at whose direction Gen. Flynn was acting when he made these calls, and why the White House waited until these reports were public to take action.""
But the President and some House Republicans pushed back, trying to focus attention on the source of disclosures about Flynn's contacts with Russia that appear to have emerged from intelligence surveillance of the Russian Embassy.
""The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?"" Trump tweeted in his first public reaction to Flynn's departure.
The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc? — Donald J. Trump (@realDonaldTrump) February 14, 2017
House intelligence committee Chairman Devin Nunes said the focus of any investigation should be how news of Flynn's calls leaked out.
Democrats and some Republicans are also asking whether Trump instructed Flynn to talk to the Russian ambassador last year about sanctions imposed by the Obama administration to punish alleged Russian interference in the presidential election.
Russia did not respond in its normally aggressive way to the expulsion of alleged agents from its diplomatic posts in the US and the closure of several compounds allegedly used for espionage activities, leading to suspicion that it believed that the Trump administration would act in a way more conducive to Moscow's position.
But Spicer insisted Trump had given no instructions to Flynn to talk about sanctions with Russia.
""Absolutely not, no, no, no,"" Spicer said.
Correction: In an earlier version of the story, a reference to Senate Majority Leader Mitch McConnell's comments should have made clear he was talking about allegations surrounding Michael Flynn.",negative
522,"(CNN) Amid an often blistering season on Capitol Hill -- where senators have lobbed unprecedented insults at each other and tangled publicly with the administration -- Democratic Sen. Chris Coons of Delaware appears to be among the few trying to lower the temperature in the chamber.
And the White House appears to have noticed.
Coons was the only Democrat from a solidly blue state invited to a meeting between President Donald Trump and eight other senators last week. Republicans have 52 seats in the Senate and would need eight more votes to avoid a filibuster on key issues such as the confirmation of Supreme Court nominee Neil Gorsuch — making every Democratic vote potentially significant.
Coons, who sits on the Senate Judiciary Committee, has refused to go as far as some of his Democratic colleagues and call for a filibuster of Trump's Supreme Court nominee, saying he wants to move forward ""one step at a time"" and first hold a hearing and committee vote before deciding any further action.
That doesn't mean he's completely ruled out a filibuster, however. Coons meets with Gorsuch on Tuesday, and he intends to press him on a number of issues, including how Gorsuch would handle further attacks on the judiciary by the President. He's hoping Gorsuch will go beyond comments he made to Sen. Richard Blumenthal, a Connecticut Democrat, who said the nominee called Trump's criticism ""disheartening"" and ""demoralizing.""
""We are going to have a constitutional crisis if this President continues in the direction he's headed,"" Coons told CNN in an interview. ""Three weeks as President and this is one of those red lines.""
Coons said ""judicial independence"" is fundamental for constitutional order. ""And if Judge Gorsuch doesn't get that, he doesn't belong on the court.""
Still, while some progressives are calling for Democrats to do whatever they can to stall or block Trump's nominees —especially after Republicans blocked President Barack Obama's Supreme Court nomination last year — Coons has been hesitant to commit to similar stonewalling.
He said it was ""outrageous"" that Republicans refused to give Merrick Garland a hearing last year and that it's ""only human to want some revenge,"" but Democrats need to challenge themselves not ""to act in a petty way.""
""If all we do is continue to exact a pound of flesh from each other, we will eventually strip our republic bare to the bone,"" Coons told reporters recently.
CNN has reached out to the White House for comment on their relationship with Coons but hasn't yet gotten a response.
Coons is keenly aware of the reality that Democrats aren't in control.
""We don't run the Senate. They can have hearings for Judge Gorusch without us--whether we like it or not,"" he told CNN. ""The reality is he's going to get a hearing on the judiciary committee. The challenge is will we fully participate? The more narrow point is: Am I keeping an open mind?""
Presidential interactions
Coons' name has popped up a few times in recent months in association with Trump.
Along with the White House meeting last week, Coons appeared with Trump at the National Prayer Breakfast earlier this month, and made a visit to Trump Tower back in December.
The incident raised eyebrows since Coons hails from a blue state where Democratic presidential nominee Hillary Clinton clobbered Trump, 53%-42%. He's also not up for re-election until 2020, so he's not under as much pressure as some other Democrats who are defending their seats next year, especially those from red states that Trump won.
But his recent sightings with Trump don't necessarily suggest the two are striking up a bromance.
Coons was the co-chair of the National Prayer Breakfast, so naturally the two would be seen together at the event. As for his visit to Trump Tower? That was made to formally invite Trump to the breakfast.
The two also traveled to Dover Air Force Base together for the return of the remains of the US service member killed in the raid in Yemen, a relatively common practice for Delaware dignitaries.
In fact, there's plenty of evidence of Coons being critical of Trump, especially during the presidential campaign but also since Trump's inauguration. Coons once called Trump ""a thin-skinned reality TV star"" and ""a Cheeto-faced short-fingered vulgarian,"" according to reports. (He later expressed regret over the comment.)
Coons has so far opposed six of Trump's Cabinet nominees -- Steve Mnuchin, Betsy DeVos, Jeff Sessions, Tom Price, Nikki Haley and Mike Pompeo -- and approved three of them--John Kelly, Elaine Chao and James Mattis.
He did not vote on Rex Tillerson for secretary of state because he was on the trip to Dover with Trump during the full Senate vote. And while he told MSNBC that he was considering voting for Tillerson out of concern for whom Trump might pick should Tillerson fail confirmation, he ultimately voted against the former ExxonMobil CEO in the Senate Foreign Relations Committee vote.
Nonetheless, Coons has been adamant that he's willing to work with the other side.
""I think the only way we have any hope of getting back to a functioning Senate is if we follow the rules and traditions of the Senate,"" he said.
'The Delaware way'
Coons' outlook may be influenced by home state values. Shortly after every Election Day, Delaware has a state holiday called ""Return Day,"" where people gather in Sussex County to announce and celebrate election results. The tradition dates back as far as 1792.
Candidates, both winners and losers, ride together in a parade of horse-drawn carriages and antique cars, then opponents pair up to bury a hatchet in a box of sand. Coons did so in 2010 with his Republican Senate rival, tea party favorite Christine O'Donnell, creating a rather surprising photo opp at the end of a bruising political year.
""I've grown up going to that for decades and it's an important part of our state's culture,"" Coons told CNN. ""We talk about something called the Delaware way, which is how we manage to work together across the aisle.""
That same spirit of bipartisanship was also on display when Delaware's new Democratic Gov. John Carney brought his gubernatorial rival as his guest to Trump's inauguration.
And Coons invited Trump's Delaware campaign chair, Rob Arlett, to the National Prayer Breakfast as his guest. The two men, despite their wildly different political views, say they have a mutual respect for each other, in part because their sons are both high school wrestlers in the same weight class for opposing schools.
Speaking to CNN, Arlett recalled what he considered a remarkable exchange with the senator at an event on Return Day, when Coons came up to Arlett and shook his hand to congratulate him on Trump's win. Coons added that he went onto Trump's website and found three items among Trump's goals for the first 100 days that the senator felt he could start working on with the administration. They involved veterans, infrastructure and manufacturing.
""That was the first conversation that he and I had after the election,"" Arlett said. ""A handshake and an agreement that we have to work together.""
Growing up Republican
Coons grew up as a Republican in a conservative family and volunteered for Ronald Reagan's presidential campaign in 1980. He became a Democrat in college, but he said his background helped him better understand the other side.
""When I walk into a room with a Republican senator, I don't walk in assuming that they are mean spirited or wrong headed. I think 'Oh, you know, this person has the view of this uncle or that cousin,'"" he said. ""I think that helps.""
Sen. Johnny Isakson, a Republican from Georgia, has worked with Coons on a number of committees as well as legislation and praised his Democratic colleague to CNN Monday. The two formed a friendship not only through legislating but also at the weekly prayer breakfast in the Capitol, according to Isakson, who added that they've ""become best of friends.""
""He legitimately tries to find common ground,"" he said. ""The last question he asks is what party are you from, not the first question.""
Sen. Bob Corker, a Republican who chairs the Senate Foreign Relations committee on which Coons serves, has also worked with the senator on legislation. He painted Coons as ""open minded"" and ""incredibly diligent,"" though he doesn't agree with him on everything.
While Coons described the President as ""alarmingly ungrounded in the traditions of our Constitutional system,"" he said he's determined to work with his colleagues to restore what he sees as a sense of order, even if it can feel instinctual to do the opposite during such highly-charged, emotional times.
""I think the role of the Senate is more important than ever,"" he said.",negative
523,"Story highlights The lunch had been scheduled two weeks before
Christie said SUnday he wasn't interested in a job
Washington (CNN) It's just lunch.
New Jersey Gov. Chris Christie joined President Donald Trump for a White House a midday meal Tuesday less than 24 hours after national security adviser Michael Flynn was asked to resign after misleading Vice President Mike Pence.
But the juxtaposition was circumstance: The lunch had been scheduled two weeks before, an administration source said.
The source rejected speculation that Christie -- a former US attorney and once-trusted Trump confidant -- is under consideration for a Trump administration job.
""There is no role,"" said a senior White House aide, who spoke on the condition of anonymity.
Read More",positive
524,"Washington (CNN) In the White House East Room Monday, President Donald Trump held a news conference with the Canadian Prime Minister that was standard and drama-free. But that belied what is going on behind the scenes: a White House in turmoil.
Multiple Trump sources describe aides as worried that on any given day they could get fired because of a leak, or because another White House staffer may be out to get them. In fact, some campaign aides initially upset about not getting jobs inside the White House now say they are relieved to not be involved in what some of their friends call a toxic environment.
As for the White House chief of staff, Reince Priebus, sources inside several Trump fiefdoms tell CNN that for now, he is on safe ground -- despite Trump friend, CEO of conservative Newsmax, Chris Ruddy, dissing Priebus this weekend as ""weak.""
The President himself made a point of telling reporters Monday that Preibus is doing a ""great job.""
One alliance that appears to be solid right now is that of Priebus and chief White House strategist Steve Bannon.
Read More",negative
525,President Donald Trump hosts world leaders. Trump's aides were in constant touch with senior Russian officials during his campaign. He held a combative press conference on Thursday. There will be high-stakes cabinet votes and more executive actions. We're covering Trump's fourth week in office here.,neutral
526,"(CNN) Federal District Court Judge James Robart in Seattle denied a request from the Trump administration to postpone any further proceedings in his court over President Donald Trump's travel ban, while the 9th Circuit Court of Appeals considers whether to rehear the case before a larger panel of judges.
JUST WATCHED Trump responds: See you in court Replay More Videos ... MUST WATCH Trump responds: See you in court 00:57
""I'm not prepared to slow this down,"" Robart said, ruling from the bench.
What this means is that the challenge to the travel ban by the states -- Washington and Minnesota -- will proceed the merits in front of Robart.
""I'm not persuaded that call for en banc review by one judge ... ought to interfere with moving this case forward, "" Robart said.
As the government argued for postponement, the judge referenced Trump's tweet reacting to the 9th Circuit ruling saying he would ""see you in court.""
Read More",neutral
527,"(CNN) The situation around embattled national security adviser Michael Flynn remained ""fluid"" Monday night -- right up until his resignation.
His departure came just after reports surfaced the Justice Department warned the Trump administration last month that Flynn misled administration officials regarding his communications with the Russian ambassador to the United States and was potentially vulnerable to blackmail by the Russians.
""I inadvertently briefed the Vice President-elect and others with incomplete information regarding my phone calls with the Russian ambassador. I have sincerely apologized to the President and the Vice President, and they have accepted my apology,"" Flynn wrote according to a copy of his resignation letter obtained by CNN.
The Justice Department concern was raised after Flynn claimed he did not discuss with the Russian ambassador the sanctions being imposed by the Obama administration in retaliation for Russia's interference in the election. Flynn was not yet in government.
The message was delivered by then-Acting Attorney General Sally Yates. Other top intelligence officials, including James Clapper and John Brennan, were in agreement the White House should be alerted about the concerns.
But Flynn was already in hot water. White House press secretary Sean Spicer issued a statement saying President Donald Trump is ""evaluating the situation"" around Flynn, who is in hot water after possibly misleading Vice President Mike Pence.
The issue stems from whether Flynn discussed sanctions against Russia with the Russian ambassador before Trump took office and then misled Pence about it. It created a turbulent 72 hours for the White House, leading to questions about Flynn's future after only three weeks.
""The President is evaluating the situation,"" Spicer's statement said. ""He's speaking to the vice president relative to the conversation the vice president had with Gen. Flynn, and also speaking to various other people about what he considers the single most important subject there is: our national security.""
The noncommittal statement came shortly after Kellyanne Conway, the counselor to the President, told reporters that Trump has ""full confidence"" in Flynn.
""Gen. Flynn does enjoy the full confidence of the President,"" Conway said on MSNBC. She later declined to detail how much the President knew about the issue and when he knew it, deeming those conversation private.
Many inside the Trump administration are concerned with the fact that the national security adviser could have misled senior members of the White House, including Pence, who went on television and denied that Flynn spoke about sanctions with Sergey Kislyak, Russian ambassador to Washington.
Trump, who particularly hates when aides generate negative press, has expressed displeasure with Flynn to aides in recent days, said a source close to the President. Trump and his team are particularly bothered by the possibility that Flynn misrepresented his conversations to Pence.
Flynn spoke with Pence at least twice Friday, according to another White House official who declined to say whether the conversations were about the ongoing controversy. The episode over sanctions against Russia has opened a rift between Flynn and Pence, who exchanged a chilly handshake Friday before Trump's news conference with Japanese Prime Minister Shinzo Abe.
Flynn also apologized to Pence and a source says the two ""smoothed things over.""
""The knives are out,"" the official added, acknowledging that Flynn's future in the White House is hardly a sure thing. ""There's a lot of unhappiness about this.""
JUST WATCHED Christie on Flynn: 'One president at a time' Replay More Videos ... MUST WATCH Christie on Flynn: 'One president at a time' 02:13
Administration officials, some of who were once unsure about the details of the story, now believe the national security adviser did, in fact, discuss sanctions with the Russian ambassador. A US official confirmed to CNN on Friday that Flynn and Kislyak did speak about sanctions, among other matters, during a December call, contradicting past statements by White House officials.
After the call was made public, Pence told CBS News on January 15 that Flynn did not talk sanctions levied by the Obama administration with Kislyak.
""They did not discuss anything having to do with the United States' decision to expel diplomats or impose censure against Russia,"" Pence told CBS News.
On Friday, an aide close to the national security adviser told CNN that Flynn could not rule out that he spoke about sanctions on the call.
The White House official blamed much of the outcry against Flynn on a Washington culture that's always in search of a scalp, but people within Trump's orbit were unable to defend Flynn on Sunday.
Stephen Miller, White House policy director, was asked directly about Flynn's future on a number of Sunday talk shows. Miller responded by saying he was not the appropriate official to ask the question, hardly a ringing endorsement from the aide the Trump administration put out to talk on Sunday.
""I don't have any answers today,"" Miller said in response to questions about whether Flynn misled the vice president. ""I don't have any information one way or another to add anything to the conversation.""
JUST WATCHED Report: Flynn talked sanctions with Russia Replay More Videos ... MUST WATCH Report: Flynn talked sanctions with Russia 02:38
New Jersey Gov. Chris Christie, a longtime Trump ally, told CNN's Jake Tapper Flynn needs to clear up his story with Trump and Pence in an interview Sunday on ""State of the Union.""
The White House official, pushing back against the idea that Flynn spoke about sanctions, raised questions about the uproar surrounding Flynn and poked holes in the criticism coming from the general's detractors.
Why, the official said, would a general with years of experience in the intelligence field jeopardize his career by discussing something he likely knew was being recorded.
Trump is also deeply loyal to Flynn: Their relationship stretches further back than many of the national security adviser's White House counterparts.
While Trump's top White House advisers like chief of staff Reince Priebus and chief strategist Steve Bannon only came aboard after Trump secured the Republican nomination, Flynn was an early supporter and joined Trump's campaign as his top foreign policy adviser in early 2016.
But Flynn was not just a policy adviser. He also played the role of top surrogate on the campaign trail, seeking to boost Trump's national security bona fides and also leading the charge on political attacks against Trump's Democratic rival Hillary Clinton.
Flynn was also a contender to join Trump on the Republican ticket as his running mate. But even after he wasn't tapped for the vice presidency, Flynn continued to travel with Trump to most of his political rallies as one of his most trusted advisers in his small circle of aides.
""It's a problem,"" a senior White House adviser said Friday about the possibility that Flynn misled Pence.",negative
528,"Story highlights David Jolly tells President Trump to ""stop taking on fake news and the judiciary""
Jolly also criticized the Republican Party for not standing up to Trump
(CNN) Former GOP congressman David Jolly says President Trump needs to ""stop complaining and do his job.""
Jolly, appearing Monday on CNN's ""New Day,"" urged Trump to ""stop taking on fake news, stop taking on the judiciary, stop taking on Senators, John McCain, do your job.""
The former Representative from Florida, who lost his re-election bid in November to former Gov. Charlie Crist, also chastised the Republican Party for not doing enough to stand up to the President.
Jolly told CNN's Chris Cuomo that Republicans in Congress are falling into two camps.
""One is they're scared their political career will be destroyed by a tweet from President Trump. The other is stay silent and pass an agenda,"" he said.
Former Rep. @DavidJollyFL tells Trump to ""stop complaining and do your job"", criticizes GOP for staying quiet. https://t.co/ogygnM9lsS — New Day (@NewDay) February 13, 2017
Read More",negative
529,"Story highlights Trump and Trudeau met for the first time Monday
Ivanka Trump helped lead a meeting focused on women in business
Washington (CNN) While the two vastly disagree on a range of issues -- trade, immigration and climate change, to name a few -- US President Donald Trump and Canadian Prime Minister Justin Trudeau met Monday on rare common ground, a conciliatory gesture forged in large part by Trump's daughter, Ivanka.
Trudeau sat across the table from Trump in the Cabinet Room, surrounded by a dozen female CEOs and business leaders. The President pledged the launch of the United States Canada Council for the Advancement of Women Business Leaders-Female Entrepreneurs, intended to discuss, formulate and implement support for women in the workplace.
To Trudeau's left at the conference table sat Ivanka Trump, who so far been the loudest voice for women's issues in her father's administration.
The President kicked off the meeting by reading from a statement about the initiative's goals, which include growing women-owned businesses, retaining women in the business world, supporting women who work and who have families and helping female entrepreneurs have better access to capital in order to support growing businesses.
Trump thanked Trudeau for coming, and presented him with a photograph of Trump with Trudeau's father, the late former Canadian Prime Minister, Pierre Trudeau.
Press pool reports that PM Trudeau offered this photo as a gift to @POTUS (Trump and Trudeau's father in 1981) pic.twitter.com/rBgZMhQ0DC — Elizabeth Landers (@ElizLanders) February 13, 2017
Read More",negative
530,"Story highlights A former Iraq War advocate was in the running for a top foreign policy job
He was also a major Trump critic
Washington (CNN) Elliott Abrams said Monday he guesses a certain top White House adviser's opposition to him is the reason President Donald Trump rejected him for a top State Department position.
""The only person on the White House staff that I know was opposed to my being hired was Steve Bannon so that's my guess. It's a guess,"" Abrams said, referring to White House chief strategist Steve Bannon.
Abrams described his meeting with Trump and Secretary of State Rex Tillerson, and his failure to gain the approval of a President who he had publicly criticized in the leadup to the election in an interview with CNN's Erin Burnett on ""OutFront.""
""The meeting was fine,"" Abrams said. ""(Trump) didn't say, 'Why did you say those mean things about me.' We talked foreign policy.""
Elliott Abrams explains to @ErinBurnett why he didn't get a top State job https://t.co/WOX6uTzOXv https://t.co/ShleOUeJfE — OutFrontCNN (@OutFrontCNN) February 14, 2017
He said Trump told him Tillerson wanted him for the post, and when the meeting was over, he assumed everything was fine. But then he found out Trump had rejected him.
Read More",neutral
531,"(CNN) For the first time since taking office, President Donald Trump on Monday didn't tweet before 8:15 a.m. ET on a weekday.
Trump's time at the White House has been marked by a number of changes to the office of the presidency, but none may be more public than Trump's reliance on Twitter, especially early in the morning.
The President of the United States had tweeted before 8:15 a.m. ET every weekday morning since taking office, offering his take on negative polls, his replacement on NBC's ""The Apprentice"" and his unsubstantiated claims that ""at least 3,000,000 votes were illegal"" in the 2016 campaign.
White House aides say Trump's use of Twitter makes the President more accessible and open to the American people. But the practice also gets him in trouble, regularly stepping on the White House's message and possibly derailing a day of coverage.
Read More",negative
532,"Story highlights President Barack Obama whose social media team boasted a digital staff of 20 employees
President Donald Trump stirred up controversy last week with a tweet on his personal account
(CNN) President Donald Trump is preparing to expand his social media team, big league.
The White House is expected to hire new staffers this week to work with the President on his posts for Twitter, Facebook and Instagram, a senior administration official told CNN.
Up until now, Trump and his social media director Dan Scavino have essentially handled the President's tweets on their own. Trump typically dictates his often provocative Twitter posts to Scavino who then hits ""tweet.""
Scavino, a longtime aide who worked his way up from the job of caddy to general manager at one of Trump's golf courses, then on to social media director during the campaign, has carried much of the White House digital load himself at all hours of the day and night.
Often sitting right next to the President while he is active on Twitter, Scavino not only posts the tweets on the @realDonaldTrump account, but also @POTUS, @WhiteHouse. Same goes for those platforms on Facebook, the senior administration official said.
Read More",neutral
533,"(CNN) President Donald Trump's patio strategy session at Mar-a-Lago on Saturday evening is drawing scrutiny for its open-air nature, including aides' use of cell phone flashlights to illuminate potentially sensitive documents.
As Trump discussed a response to North Korea's missile test with Japanese Prime Minister Shinzo Abe, other diners looked on freely.
Sources who don't work in national security or government but were also dining on the patio Saturday evening couldn't say whether the conversations or documents were classified. The White House didn't respond to a request for information about how sensitive information is treated at Trump's Florida estate.
But the episode -- which was documented by diners in photographs on Facebook -- does raise questions about how the Trump administration will handle foreign policy crises on the road.
House Minority Leader Nancy Pelosi tweeted Monday: ""There's no excuse for letting an international crisis play out in front of a bunch of country club members like dinner theater.""
There's no excuse for letting an international crisis play out in front of a bunch of country club members like dinner theater. #FireFlynn — Nancy Pelosi (@NancyPelosi) February 13, 2017
Presidents always travel with secure communications equipment, even when they're on vacation. A Sensitive Compartmented Information Facility, known as a SCIFF, also comes along. The tent-like structure can fit inside a hotel room and allows a president to conduct sensitive phone calls without the risk of being detected by recording devices.
At Mar-a-Lago on Saturday, it had not been immediately clear whether Trump utilized that equipment, but White House spokesman Sean Spicer told reporters Monday he had.
""The President was briefed in a SCIFF prior to dinner,"" Spicer told reporters Monday. ""They were reviewing the logistics for the press conference ... President was subsequently briefed in a classified setting.""
Trump was spotted speaking on a cell phone at his dinner table as advisers surrounded him to develop a response to the missile launch. Sheets of paper were produced and read with the assistance of flashlights on aides' cell phones -- which, if compromised, could also act as cameras or recording devices.
On Facebook, fellow diners posted photos of the action, including one with a flash bulb illuminating a piece of paper held in front of Abe.
""It was fascinating to watch the flurry of activity at dinner when the news came that North Korea had launched a missile in the direction of Japan,"" Richard DeAgazio wrote in his post. ""The Prime Minister Abe of Japan huddles with his staff and the President is on the phone with Washington DC. the two world leaders then conferred and then went into another room for hastily arranged press conference. Wow.....the center of the action!!!""
DeAgazio told The Washington Post in an interview he couldn't overhear what was being said due to the background noise.
""You don't hear anything. You can't hear,"" DeAgazio said. ""I mean, I can barely hear what's going on at my table.""
The Post said he deleted his Facebook account after the interview.
Below DeAgazio's pictures, other diners chimed in.
""OMG. I was watching very close by. Had no idea what it was about,"" wrote Derek Smith.
""We should have known something was up,"" wrote another person, Bruce Taylor, who said he was on the Mar-a-Lago patio Saturday night. ""Debbie and I were seated on 'center stage' by the door. The flurry of activity was amazing. About 6 guys in suits showed up in a hurry. They all had backpacks with something important inside. I saw one guy with a special backpack that could only have contained a small machine gun! The Army guy with 'the football' was staying VERY close.""",neutral
534,"Washington (CNN) President Donald Trump dropped in on a nearby wedding reception at his Mar-a-Lago club Saturday, underway in its Grand Ballroom. For years, this might have been a normal occurrence.
But now? The now-President had just worked closely with Japanese Prime Minister Shinzo Abe to evaluate news that North Korea had launched an intermediate-range ballistic missile
Entering the ornate room, Trump took a photo with the bride and her bridesmaids, who posed in red gowns next to the commander in chief, mimicking his signature thumbs-up.
Then he grabbed a microphone.
""I saw them out on the lawn today,"" Trump said of the bride and groom Saturday, who were standing nearby. ""I said to the Prime Minister of Japan, I said, 'C'mon Shinzo, let's go over and say hello.' ""
""They've been members of this club for a long time,"" Trump said of the newlyweds. ""They've paid me a fortune.""
Trump designed and built the space himself after purchasing Mar-a-Lago in the 1980s.
The visit came after Trump and Abe, who was at the Mar-a-Lago on a visit with Trump, delivered short remarks.
Standing in front of an American and Japanese flag, a stern-faced Abe called the launch ""absolutely intolerable,"" and insisted North Korea adhere to United Nations Security Council resolutions barring it from testing of ballistic missiles.
Trump, in his short remarks, didn't mention the launch. He used a short statement to vow support for Japan instead.",positive
535,"Story highlights Disputes between the US and Canada rarely veer into anything resembling combativeness
Then-President Barack Obama met with Trudeau often
Washington (CNN) President Donald Trump offered an unapologetic defense of his travel ban during a joint news conference Monday with Canadian Prime Minister Justin Trudeau, saying the US ""cannot let the wrong people in.""
Trudeau, meanwhile, made clear that he holds a different view of the issue but said it was not his place to come to the US and ""lecture"" Trump on the controversial policy.
Both leaders, though, were careful not to critique each others' fundamentally divergent approaches, and instead sought to focus on their shared goal of improving cross-border trade.
Trump called his executive order -- now stalled in court -- ""common sense,"" adding he would continue to fight to keep ""the wrong people"" out of the US, even at the risk of casting too wide a net. Trudeau, meanwhile, touted Canada's acceptance of tens of thousands of Syrian refugees and made clear he differs with Trump on the issue.
But he stated it was not his place to come to the US and ""lecture"" Trump on the controversial policy.
Read More",negative
536,"Story highlights A poll finds President Donald Trump's approval rating at a new low early in the new administration
Trump's approval rating is markedly lower than his predecessors at the same point in their terms
(CNN) President Donald Trump's approval rating reached a new low Saturday, according to a poll from Gallup, as the new administration has struggled to find its footing nearly a month into the term.
The daily tracking poll found that just 40% of Americans approve of President Trump's job as president so far, compared to 55% who say the disapprove. The negative 15-point spread is the highest recorded in the poll since Trump took office January 20.
Trump's approval rating has hovered in the mid-to-low 40s since the second week of his presidency, but the new poll suggests growing dissatisfaction with his performance amid the chaotic rollout of his controversial travel ban and a series of divisive Cabinet confirmation fights.
Trump's low approval rating is atypical for a new president. Former presidents Barack Obama, George W. Bush and Bill Clinton all enjoyed approval ratings in the high 50s in Gallup tracking polls during the early months of their administrations.
Gallup's presidential approval is based on telephone interviews over a three-day time period, a rolling average of approximately 1,500 US adults daily, and has a margin of error of plus-or-minus 3 percentage points.",negative
537,"Story highlights Judge would not allow defense to play entire 28-minute video.
Bergdahl visibly uncomfortable, clenching his jaw while the video played.
Fort Bragg, North Carolina (CNN) The defense team of US Army Sgt. Bowe Bergdahl argued Monday he is unable to have a fair trial because of numerous comments made by then-candidate, now President Donald Trump on the 2016 campaign trail.
Shortly after the President's inauguration, Bergdahl's defense attorneys filed a motion to dismiss the charges after Trump repeatedly called the sergeant a ""traitor"" during the 2016 presidential campaign.
The defense, led by Eugene Fidell, played pieces of a 28-minute video in which Trump repeatedly refers to Bergdahl as a ""traitor."" They claim that ""Trump's statements are prejudicial to Sergeant Bergdahl's right to a fair trial,"" according to the motion filed last month. Their main argument was that Trump's comments constituted ""unlawful command influence,"" (UCI) which would make it impossible for Bergdahl to receive a fair trial because the commander in chief has disparaged him multiple times.
Army Judge Col. Jeffery R. Nance would not allow the defense to play all 28 minutes. He asked Fidell to play the points that best made his argument. Fidell requested to play five minutes from the beginning of the video and two from the end.
Bergdahl looked visibly uncomfortable during the several minutes that the video was played. A member of his defense team stood and placed his hand reassuringly to Bergdahl's back twice. That person then sat down and mouthed to someone else on the team, ""He's fine.""
Read More",negative
